jobTitle,company,address,salaryMin,salaryMax,date,jobDescription,jobUrl,oriJobId
Specialista/ka uživatelské podpory ERP,"Člověk v tísni, o.p.s.",Praha – Vinohrady,,,,"Jsme jednou z největších pomáhajících organizací ve střední Evropě. Svou prací můžeš ovlivnit životy lidí v České republice i v zahraničí. V oddělení pro správu a vývoj ERP systému nyní hledáme kolegu nebo kolegyni na pozici Specialista/ka uživatelské podpory ERP. Připojte se k nám a využijte své dovednosti a zkušenosti v prostředí, kde bude mít vaše práce smysl a pozitivní dopad. Kdo jsme? Jsme tým odborníků, kteří se starají o správu a vývoj ERP systému Microsoft Dynamics NAV/Dynamics 365. Naší hlavní náplní je implementace požadavků interních zákazníků, integrace s interními a externími systémy a propojení technických řešení s podporou organizace zaměřující se na humanitární a rozvojovou pomoc, lidská práva, vzdělávání, sociální začlenění, ochranu životního prostředí a boj proti klimatickým změnám. Základní informace Pracovní smlouva: smlouva na dobu určitou jako zástup za kolegyni odcházející na mateřskou dovolenou, ideální nástup říjen 2025 Úvazek: 0,6 Forma práce: možnost práce z domova Platové ohodnocení: 27 000 - 28 800 (za 0,6 úvazek) podle zkušeností Vaší pracovní náplní bude především: první úroveň poskytování podpory uživatelů Microsoft Dynamics NAV; příprava přehledných návodů a budování znalostí uživatelů; spolupráce s ostatními členy týmu na složitějších případech; zjišťování a předávání zpětné vazby o systémových potřebách a nejasnostech; spolupráce při rozvoji systému a upgradu na Dynamics 365 Business Central. Jak si Vás představujeme? Zkušenosti s ERP systémy – ideálně Microsoft Dynamics NAV/ Dynamics 365 Business Central; dobré komunikační schopnosti a trpělivost při práci s uživateli ; základní orientace v podnikových procesech (účetnictví, finance, apod.); aktivní přístup, samostatnost a chuť pomáhat kolegům; plynulá angličtina. Co Vám nabízíme? 😇 Smysluplnou práci: Vaše úsilí bude mít přímý dopad na pomoc lidem, kteří to potřebují. 😊 Přátelské prostředí: naše pracovní atmosféra je neformální a podporující, tykáme si tady, klademe důraz na důvěru a prostor k seberealizaci. 🏠 Flexibilní pracovní dobu: kombinovat práci v kanceláři a práci z domova. 🌴 Štědrý balíček volna: 25 dnů dovolené, 3 dny pro zotavení (sick days) a 3 dny pro samostudium. 🌎 Zázemí a know-how: stabilní nezisková organizace s nadnárodní působností. 🎁 Další benefity: možnost spolupráce na zajímavých projektech, účast na akcích, jako je festival Jeden svět, dětský klub pro předškolní děti, Multisport kartu (samofinancovanou), služební telefon a výhodný mobilní tarif pro rodinné příslušníky.",https://www.jobs.cz/rpd/2000780151/,2000780151
DATA ENGINEER /KYTARY.CZ,AUDIO PARTNER s.r.o.,"Mezi vodami 2044/23, Praha - Modřany",,,,"Pracovní nabídka Potřebujeme datového inženýra, který se stane klíčovým partnerem pro management a vývoj digitálních produktů. Pomůže nám spravovat a rozvíjet naší datovou platformu a posunout tak nejen práci s daty, ale i celé Kytary a prodej hudebních nástrojů na vyšší úroveň. Milujeme hudbu a vše okolo ní. Od vstupu na trh v roce 2000 jsme se v prodeji hudebních nástrojů postupnými kroky vypracovali na pozici jedničky v ČR a kromě tuzemska obsluhujeme zákazníky v dalších 11 zemích. V současné době se o chod e-shopu a kamenných prodejen (v Praze a v Brně) stará více než 160 zaměstnanců. Za našimi úspěchy stojí nejen naši zákazníci, ale také naši kolegové. Jsme největší prodejce hudebních nástrojů, a i ty můžeš být jedním z nás. :-) JAK SI TĚ PŘEDSTAVUJEME? Máš minimálně 4 zkušenosti v oboru a solidní technické základy - SQL, Python, GitHub. Jsi odborník na cloudová data v BigQuery. Máš zkušenosti s nějakým ETL nástrojem, ideálně Airbyte. Máš zkušenosti s Looker Studio. Máš přesah do datové analýzy a využití AI pro reporting. Znalost Javascriptu je pro tebe výhodou. CO BUDE TVÝM POSLÁNÍM? Rozvoj a údržba naši datové platformy a Google datamartu. Odpovědnost za datovou architekturu a strategii v rámci reportingových dat. Příprava dat pro využití v dalších systémech. Pomoc s datovou maturitou uživatelů a rozhodováním na základě dat. NA CO SE MŮŽEŠ TĚŠIT Práci, která má reálný dopad – budeš stát u rozhodnutí, která formují budoucnost našich produktů a celé firmy. Možnost ovlivnit, jak firma přemýšlí o datech – technicky i strategicky. Smlouvu na dobu určitou na rok, pokud nám to spolu bude ladit, rádi ve spolupráci budeme pokračovat déle. Nástup možný ihned. Skvělou partu pohodových lidí, kterou spojuje humor, láska k hudbě. Zkrácený pracovní fond na 7,5 hodiny/den. Plně hrazené stravenky v hodnotě 115 Kč/den a slevy na občerstvení a obědy. Výbornou kávu, čaje, v naší firemní kavárně ON AIR přímo v srdci naší prodejny hudebních nástrojů. :-) Možnost příspěvku na volnočasové aktivity. 4 sick days a 5 týdnů dovolené. Neformální atmosféru, všichni se tu známe a tykáme si. Slevy na produkty, výhodné vstupenky na hudební akce a do divadla. MultiSport kartu zdarma a vybavenou posilovnu přímo na pracovišti. Možnost vzdělávání, a to nejen v oblasti hudby a hudebních nástrojů. Když pomůžeš růst ty nám, my pomůžeme růst tobě. Bezproblémové parkování zdarma přímo u kanceláře v Modřanech (Mezi vodami 2044/23, 14300, Praha - Modřany). Anonymní online psychoterapie zdarma. Dárky po celý rok, nejen za věrnost, ale i k narozeninám, Vánocům, či jen tak. Mnoho a mnoho dalších radostí! :) 🎧 Tak co, ladíme? Pošli nám CVčko. :-).",https://www.jobs.cz/rpd/2000694939/,2000694939
Support & Delivery Engineer L1,Daktela s.r.o.,"Vinohradská 2828/151, Praha - Žižkov",,,,"Pracovní nabídka Kdo jsme? Ahoj! Jsme Daktela a v posledních letech jsme se etablovali jako přední inovátoři v oblasti kontaktních center a komunikace s klienty. Jako průkopníci v našem odvětví jsme zavedli komplexní řešení pro správu komunikace, umožňující firmám vést dialog se svými zákazníky přes více kanálů z jedné intuitivní platformy. To jim umožňuje poskytovat výjimečnou zákaznickou podporu. Díky našemu přístupu a technologiím si naše řešení oblíbilo již přes 1200 zákazníků z celé EU (Notino, PPL, Rohlík a další). Představte si pracovní místo, kde je každý den příležitost k učení, růstu a inovacím. Místo, kde je profesionalita spojena s přátelským duchem, kde je každý názor důležitý a kde má každý příležitost přispět k celkovému úspěchu firmy bez ohledu na svou pozici. Takové je prostředí u nás v Daktele. Připojte se k nám a buďte součástí týmu, který neustále posouvá hranice možného ve světě komunikace. Co tě u nás čeká? technická podpora zákazníků a správa ústředen řešení incidentů a požadavků analýza, debugging, monitoring, performance tuning příprava ústředen a kontaktních center pro nové zákazníky technická konzultace se zákazníky, návrhy řešení a jejich implementace účast na implementačních a rozvojových zákaznických projektech Co by ti nemělo chybět? chuť učit se nové věci zkušenost s IT zákaznickou podporou výhodou silná orientace na zákazníka obecné povědomí o sítích a síťových protokolech zkušenosti s operačním systémem Linux výhodou zkušenosti a orientaci v problematice VoIP a SIP výhodou zkušenosti s lehkým programováním a znalost problematiky call center výhodou dobré komunikační dovednosti, profesionální vystupování samostatnost angličtina na komunikativní úrovni Co u nás získáš? dvakrát ročně si rozdělujeme odměny podle dosaženého zisku firmy nové moderní kanceláře v OC Flóra flexibilní pracovní prostředí (Home-office) 5 týdnů dovolené sick days, příspěvek na obědy, multisport kartu",https://www.jobs.cz/rpd/2000780131/,2000780131
Product owner cloudové platformy,ComAp a.s.,Praha – Holešovice,,,,"Staneš se součástí 30+ členného Product Marketing týmu, který se potkává v pražských Holešovicích. V ComApu totiž hrdě vyvíjíme řídící jednotky (kontroléry), které zajišťují řízení a monitoring energetických sítí a pomáhají například proti výpadku proudu v důležitých budovách jako jsou nemocnice, banky či data centra. Naše kontroléry jsou instalovány u zákazníků po celém světě v různých průmyslových odvětvích a energetice. Staneš se Product ownerem naši již zavedené aplikace WebSupervisor, která slouží k monitorování, analýze dat a správě ComAp zařízení (kontrolérů) a je využívána našimi zákazníky po celém světě. Zároveň se zapojíš do budování nové cloudové platformy. Naší misí je vybudovat globální cloudovou platformu, jejíž základem je spolehlivost, stabilita a bezpečnost. Proto je pro nás důležité, aby Ti svět techniky byl blízký. Pokud ti není cizí slovo jako například mikroprocesor, IoT či automatizace a máš zkušenosti jako analytik, product owner NEBO aplikační engineer či vývojář s chutí svou kariéru posunout zase o krok dál, rádi se s Tebou potkáme. Čemu se u budeš věnovat? Zpracování požadavků , tvorba a prioritizace backlogů Analýza a identifikace nedostatků nebo změn ze strany interního zákazníka (Sales oddělení, pobočky či naši distributoři) a klienta v zastoupení techniků a jiných uživatelů Spolupráce a komunikace s Product manažerem, Product ownerem a kolegy z HW a SW týmů (architekty, vývojáři, testery, ...) Analýza obchodních požadavků od Product manažera a vytváření funkčních požadavků Měření výkonnosti projektů pomocí vhodných systémů, nástrojů a technik Příprava dokumentace týkající se všech aspektů projektů včetně rizik a strategie jejich zmírňování Co se Ti u nás bude hodit? Vysokoškolské vzdělání v oblasti IT nebo příbuzném technickém oboru (výhodou) Min. 3 roky zkušeností v roli Product / Business Analytika / Product Ownera či obdobné roli Dobrá znalost programování a cloudových služeb Uvítáme znalost HW, a nebo velkou ochotu se v tomto směru rozvíjet Velmi dobré komunikační a vyjednávací dovednosti, smysl pro detail a schopnost multitaskingu Proaktivita a samostatnost je samozřejmostí Znalost energetického trhu a porozumění požadavkům odvětví je velkou výhodou Plynulá angličtina (budeš spolupracovat s našimi pobočkami po celém světě) Na co se u nás můžete těšit? Zázemí stabilní české společnosti s globálním přesahem – naše výrobky prodáváme do více než 100 zemí světa. Práci na projektech, které mají skutečný dopad na životní prostředí - naše technologie snižují emise a podporují přechod na čistou energii Přátelské a neformální pracovní prostředí s fajn kolegy, kteří rádi sdílí své zkušenosti Podporujeme inovace a experimentování s novými technologiemi včetně AI Klademe důraz na osobní rozvoj a podporujeme své zaměstnance v jejich kariérním růstu (mentoring, interní i externí kurzy, pravidelný feedback, práci na zajímavých projektech) Nabízíme moderní dog-friendly kanceláře v pražských Holešovicích s možností parkování, místností pro relaxaci či malou posilovnou Mezi naše další benefity řadíme: 5 týdnů dovolené, 3 Me days, 1 charity day, flexibilní pracovní dobu, bonusový systém Edenred kafeterie, příspěvek na jazykové kurzy, sportovní akce, roční bonusy a jiné A samozřejmě na mnoho neformálních firemních akcí, firemní snídaně a teambuildingy! Pokud hledáš výzvu, která Ti umožní využít své zkušenosti a dál růst, budeme se těšit na Tvůj životopis!",https://www.jobs.cz/rpd/2000730994/,2000730994
Cloud & Infrastructure Specialist,Antal International s.r.o.,"Praha, okres Praha",90000,110000,,"Pracovní nabídka Pro našeho klienta hledáme posilu do týmu, který se stará o běh celé infrastruktury, od fyzických serverů a virtualizace až po cloud a kontejnery. Čeká tě různorodá práce, kombinace provozu, automatizace a rozvoje. Technologie jako Azure, Kubernetes, VMware nebo CI/CD pipeline u nás nejsou buzzwordy, ale denní chleba. Co tě čeká? Správa Kubernetes clusterů (Rancher), tvorba a nasazování kontejnerů Azure cloud – Entra ID, Azure Apps, O365, síťové vrstvy a resource management CI/CD pipeline – návrh, správa, optimalizace Automatizace úloh pomocí skriptů (Foreman, PowerShell, Bash…) Řešení složitějších technických incidentů ve spolupráci s L3 supportem Dokumentace, provozní standardy, komunikace s externími dodavateli Co potřebujeme? Zkušenost s Kubernetes a CI/CD přístupem Dobrou orientaci v Azure cloudu – hlavně Entra ID a App Services VMware, základní síťová orientace Znalost Linuxu (RHEL) a Windows serverového prostředí Samostatnost, technický přehled a angličtina na domluvení se Výhodou: Zkušenost se zálohováním (např. Networker) Znalost Proxmoxu, CEPH Monitoring (Zabbix, Grafana) Správa Checkpoint / Cisco zařízení Co klient může nabídnout? 25 dní dovolené + 8 volných dní navíc Roční bonus Příspěvek do Cafeterie Příspěvek na dopravu Multisport / firemní fitness Stravenkový paušál Příspěvek na penzijní připojištění Vzdělávací kurzy a odborná školení Neomezený mobilní tarif pro pracovní i soukromé účely Další benefity – slevy na cestovní pojištění, zájezdy, nákup vozidel a další",https://www.jobs.cz/rpd/2000780086/,2000780086
Security Engineer se zaměřením na SIEM,Antal International s.r.o.,"Praha, okres Praha",70000,85000,,"Pracovní nabídka Pro našeho klienta hledáme specialistu nebo specialistku na informační bezpečnost, který převezme odpovědnost za zlepšování zabezpečení IT prostředí napříč firmou. Klíčovým nástrojem v naší obraně je SIEM – proto hledáme někoho, kdo má se správou a optimalizací SIEM řešení už konkrétní zkušenost a nebojí se ho posunout dál. Zapojíš se do bezpečnostních projektů, budeš konzultantem pro ostatní týmy a budeš mít možnost reálně ovlivnit, jak firma přistupuje k ochraně svých systémů i dat. Co tě čeká? Neustálé zlepšování bezpečnostních procesů a prostředí Zapojení do projektů s důrazem na bezpečnostní aspekty Řešení bezpečnostních incidentů – úroveň L3 Správa a rozvoj SIEM řešení, ale i dalších nástrojů – EDR, Vulnerability Management, IDM Spolupráce s externími dodavateli – SOC, penetrační testeři, auditoři Koho hledáme? Máš alespoň 2 roky praxe v oblasti IT bezpečnosti Domluvíš se anglicky – včetně callu s auditorem nebo dodavatelem Zvládáš administraci nástrojů jako SIEM (ideálně zkušenost přímo), IDM, DLP, DDOS ochrana Jsi komunikativní a dokážeš prosadit bezpečnostní opatření s ohledem na potřeby firmy i uživatelů Co můžete získat: 25 dní dovolené + 8 volných dní navíc Roční bonus Příspěvek do Cafeterie Příspěvek na dopravu Multisport / firemní fitness Stravenky Příspěvek na penzijní připojištění Školení a kurzy pro další rozvoj Neomezený mobilní tarif pro pracovní i soukromé účely Další výhody – slevy na cestovní pojištění, zájezdy, nákup vozidel a další",https://www.jobs.cz/rpd/2000780072/,2000780072
Technický specialista pro monitorovací a bezpečnostní systémy,České Radiokomunikace a.s.,"Skokanská 2117/1, Praha - Břevnov",,,,"Pracovní nabídka Jsme CRA - technologický lídr v oblasti mediálních a telekomunikačních služeb. Vytváříme inovativní síťová a bezpečnostní řešení, spravujeme datacentra, poskytujeme cloudové služby a chráníme naše klienty před kybernetickými hrozbami. A právě finišujeme jeden z nejambicióznějších projektů v oblasti digitální infrastruktury v České republice. V lokalitě Praha - Zbraslav vznikne do dvou let jedno z největších datových center v Evropě, které bude mít kapacitu přes 2 500 serverových racků a příkon 26 megawattů. Budťe u toho s námi! Hledáme nového kolegu či kolegyní pro nově zaváděné systémy: Jaká práce Vás čeká: Budete součástí týmu, který je klíčovým článkem v zajištění hladkého chodu našich moderních datových center. Vaším hlavním úkolem bude správa a rozvoj systémů BMS a DCIM – tedy nástrojů, které monitorují a řídí infrastrukturu, prostředí i bezpečnost datových center. Budete instalovat a konfigurovat systémy pro monitoring technologií, prostředí a přístupových práv. Zajistíte provoz a administraci těchto systémů – správa aplikací, konfigurace dohledových automatů a přístupových oprávnění. Budete mít pod dohledem infrastrukturu datového centra a aktivně se podílet na její optimalizaci a údržbě. Při výskytu závad nebo nestandardních situací provedete analýzu a případný servisní zásah. Spolupracujete s dalšími technickými týmy na zlepšování provozu a realizaci projektů. Udržujete aktuální provozní dokumentaci a poskytujete technickou podporu i školení zákazníkům. Co od Vás potřebujeme: SŠ/VŠ elektrotechnického zaměření Všeobecná znalost IT infrastruktury a komunikačních protokolů. Zájem či zkušenost v oblasti automatizace (PLC programování). Základy programování (např. C++, C#, Visual Studio) a schopnost orientace v technické dokumentaci. Angličtinu na úrovni porozumění manuálům a komunikace se zahraničními partnery. Zodpovědnost, schopnost komunikovat s externím dodavatelem, reagovat na změny. Schopnost práce s technickou dokumentací. Základní znalost připojení periferií, převodníků a logiky komponent v oblasti monitoringu a zabezpečení. Zkušenost s DCIM nebo BMS systémy je výhodou - pokud ji nemáte, rádi vás zaučíme. Znalost komunikačních protokolů jako OPC UA nebo MQTT - výhodou. Po kompletním zaučení ochotu držet 1x za měsíc víkendovou pohotovost (na telefonu). Co jsme v CRA připravili pro Vás: Jedinečná role, ve které po kompletním zaučení budete předávat know-how ostatním členům týmu. Školení v rámci implementace systémů. Na dalším rozvoji se domluvíme individuálně. Budete součástí implementace nových systémů v oblasti dohledů a bezpečnosti, můžete spoustu věcí ovlivnit a zanecháte v CRA stopu. Pracovní smlouva na dobu neurčitou – férové podmínky a dlouhodobá jistota. Flexibilní lokalita – pracoviště na Strahově nebo v Jílovišti (Praha-západ) + možnost částečného home office. Motivační bonusový systém – vaše práce bude vidět a bude oceněna. Služební automobil i pro osobní užití, notebook, mobil s firemním tarifem a vše, co potřebujete k práci. Stravenkový paušál a systém volitelných benefitů – vyberete si, co vám sedí. 5 týdnů dovolené + 5 dní zdravotního volna – protože odpočinek je důležitý.",https://www.jobs.cz/rpd/2000645779/,2000645779
Web & E-commerce Owner,"Potten & Pannen - Staněk group, a.s.","Praha, okres Hlavní město Praha",,,,"Pracovní nabídka …protože i po 33 letech na trhu se pořád rádi posouváme dál. Jsme ryze česká firma s tradicí a chutí dělat věci poctivě – ať už jde o naše produkty, zákazníky nebo e-shop. A právě do našeho online království hledáme někoho, kdo se nenechá rozhodit tlačítkem „přidat do košíku“ a dokáže, aby e-shop šlapal jako hodinky. Co tě u nás čeká: Technická správa a rozvoj e-shopu – hlídat, aby vše běželo bez chyb, a posouvat platformu dál. UX/UI vylepšování – sledovat, jak se zákazníci na webu chovají, a navrhovat zlepšení pro jejich cestu. Integrace a propojení systémů – zajištění funkčního napojení e-shopu na ERP/CRM a další nástroje. Reporting a analytika – sledování výkonu e-shopu, práce s daty a návrhy na optimalizaci. Spolupráce s marketingem – aby technická stránka podporovala kampaně (SEO, PPC, mailing, social media). Koordinace agentur a partnerů – správně zadat, pohlídat termíny, vyhodnotit výsledek. Troubleshooting / helpdesk správa – když něco zlobí, najdeš cestu, jak to vyřešit. Jak si tě představujeme? Máš už něco za sebou v e-commerce a rozumíš, jak funguje e-shop. Čísla a analytika tě baví, ale zároveň dokážeš přemýšlet očima zákazníka. V UX/UI a analytických nástrojích se neztratíš a umíš je využít ve svůj prospěch. Technické výzvy tě spíš lákají než děsí – víš, co si vyřešíš sám/sama, a kdy je lepší zapojit agenturu nebo IT partnera. Umíš se chopit i implementace nových projektů a procesů v oblasti e-commerce. Jsi samostatný/á, systematický/á a zodpovědný/á, ale týmová práce tě baví a spolupráci bereš jako základ. A hlavně: selský rozum, proaktivita a pozitivní přístup jsou tvou přirozenou výbavou. Výhodou je: orientace v digitálním marketingu (SEO, PPC, e-mailing, social media), zkušenost se systémovou integrací e-shopu do ERP/CRM. Co nabízíme my: Stabilitu firmy, která je na trhu už 33 let (a neplánuje nikam zmizet). E-shop, který má velký potenciál – a tvůj otisk bude vidět. Fajn tým lidí, se kterými se dá normálně mluvit. Prostředí, kde si vážíme selského rozumu a dobrých nápadů. A jasně – odpovídající mzdu, benefity a pracovní zázemí, které tě nebude nudit. Možnost nástupu ihned Zní to jako místo pro tebe? Dej nám o sobě vědět – rádi se s tebou potkáme #KitchenDancersTeam #Ecommerce #eshop #kuchyndelacloveka",https://www.jobs.cz/rpd/2000756740/,2000756740
IT SPECIALISTA/TKA,AE Holding a.s.,Praha – Modřany,,,,"IT SPECIALISTA/TKA Ve skupině ASEKOL aktuálně rozšiřujeme IT TEAM - hledáme kolegu se seniorními zkušenostmi s přesahem k vedení IT projektů a projektovému týmu. Co bude náplní Vaší práce: chod IT systémů provozovaných společností chod a správu síťové infrastruktury společnosti zálohování serverů, aplikací a firemních dat podílení na ochraně IT prostředí a dat společnosti (kyberbezpečnost) součinnost a aktivní přístup při úkolech rozvoje IT systémů společnosti administrace a testování systémů (funkčnost, bezpečnost, rychlost) analýza požadavků a potřeb uživatelů a jejich řešení, využívání tiket portálu, příprava IT vybavení vedení a udržování technické dokumentace podpora industriálních a IoT systémů odpovědnost za evidenci IT majetku realizace interních školení zaměstnanců komunikace s uživateli, kolegy a dodavateli koordinace externích dodavatelů služební cesty - ČR i okolní státy Ideální kandidát/ka má mít: SŠ/VŠ vzdělání v oblasti IT praxi v uvedených činnostech alespoň 5 let znalosti v oblasti IT: administrace M365, MFA, MDM, znalost certifikátů, projektové řízení řidičský průkaz sk. B (aktivní řidič) komunikativní znalost angličtiny, znalost němčiny vítána samostatnost, schopnost zorganizovat si práci, systematičnost, dobré komunikační dovednosti, preciznost, technické a systematické myšlení Co Vám nabízíme: pružný začátek pracovní doby, který respektuje Vaši potřebu mít prostor pro práci i osobní život – ať už chcete pracovat z kanceláře, nebo si občas zařídit home-office 25 dní dovolené a sick days, protože víme, že odpočinek není luxus, ale nutnost stravenkový paušál, notebook a mobilní telefon, který můžete používat i soukromě podporu Vaší budoucnosti formou příspěvků na penzijní či životní pojištění a hlavně prostředí, kde se o Vás opravdu staráme – víme, že well-being a work-life balance nejsou jen fráze, ale něco, co děláme naplno Těšíme se na Vás!",https://www.jobs.cz/rpd/2000746853/,2000746853
Senior Linux & Reliability & Monitoring Engineer,Antal International s.r.o.,"Jungmannova 745/24, Praha - Nové Město",120000,180000,,"Pracovní nabídka Hledáme zkušeného inženýra, který zvládne jak denní operativu serverů, tak zkoušení nových technologií. Jde o menší engineering tým, který se stará o výkonnou infrastrukturu napříč evropskými datacentry – bez historické zátěže, s plnou kontrolou nad prostředím a technologiemi. Co tě čeká? Správa serverové infrastruktury postavené na Linuxu Virtualizace pomocí VMware a Proxmox, Práce s nástroji jako Grafana, Prometheus, Icinga, Opsgenie Automatizace provádíme pomocí Ansible a Terraform Monitoring výkonu a metrik, troubleshooting Zajištění síťového provozu (Arista, Juniper, Fortigate) Možnost podílet se na infrastruktuře pro blockchainové projekty Co hledáme? Seniorního člověka, který se umí spolehnout sám na sebe Pokročilou znalost Linuxu a zkušenost s provozem větších serverových řešení Znalost nástrojů pro monitoring a provoz – Prometheus, Grafana, Icinga, Opsgenie Zkušenost s provisioningem a správou infrastruktury – Ansible, Terraform Znalost síťových prvků (switching, routing, bezpečnostní prvky) Angličtinu pro běžnou komunikaci v rámci týmu a pro práci s dokumentací Co je navíc? Přesah do blockchainu – pokud tě zajímá, je tady prostor se do něj ponořit Možnost navrhovat řešení a mít reálný vliv na fungování infrastruktury Stabilní, technologicky zaměřený tým Podmínky: Lokalita: Praha – hybrid (3–4 dny týdně v kanceláři) Forma: IČO nebo HPP Nástup: dohodou Další: Nadstandardní finanční ohodnocení, moderní a příjemné pracovní prostředí, flexibilní nastavení, příjemný tým a spoustu dalšího.",https://www.jobs.cz/rpd/2000780024/,2000780024
Senior Java Developer,NESS Czech,"V parku 2335/20, Praha - Chodov",,,,"Pracovní nabídka Pro náš tým, který dlouhodobě dodává softwarová řešení v rámci státní správy, hledáme zkušeného Java vývojáře pro backend . Na projektu se pracuje také s moderním frontend stackem – React, TypeScript, Redux, REST API, Material UI, OpenLayers – a je zde prostor ovlivňovat technická rozhodnutí a přicházet s vlastními nápady. Spolupráce je dlouhodobá , tým je zkušený a prostředí stabilní , s vysokým významem i z pohledu veřejného dopadu. Co Tě čeká? Vývoj a design robustních back-endových aplikací v Java/Spring Boot s využitím microservices architektury v Kubernetes prostředí. Návrh, integrace a optimalizace webových služeb (REST, JSON, OpenAPI/Swagger). Spolupráce na vývoji komponent běžících v k8s clusteru, nastavování build pipeline a integrace služeb. Úzká spolupráce s týmem na návrhu architektury a hledání optimálních řešení pro nové funkčnosti. Bez čeho se neobejdeš? 5+ let zkušeností v oblasti vývoje webových Java aplikací v Spring Bootu. Zkušenosti s návrhem a implementací webových služeb (REST, JSON, Swagger/OpenAPI). Schopnost psát a ladit složité SQL dotazy, ideálně nad Oracle DB. Znalost návrhu, vývoje a integrace back-end komponent v k8s clusteru a microservices architektury. Znalost Maven, Git, Jira, Jenkins. Výhodou jsou zkušenosti s: Vývojem logiky v Oracle PL/SQL. Docker, DevOps, CI/CD pipelines, konfigurací a správou k3s/k8s clusterů. Automatizovaným funkčním a zátěžovým testováním (SoapUI, JMeter, Selenium). Prací v Linux prostředí (skripty, automatizace, deployment, release). UML modelováním (Enterprise Architect). Doplňující informace: Úvazek: 100 % Forma spolupráce: IČO Délka projektu: dlouhodobá Nástup: září / listopad 2025 Lokalita: možnost plně remote spolupráce (Home Office bez omezení) Našli jsme společný směr, výborně, dej nám o sobě vědět!",https://www.jobs.cz/rpd/2000756958/,2000756958
ML Engineering Adoption Champion,MSD IT,Praha – Smíchov,,,,"ML Engineering Adoption Champion We are seeking a ML Engineering Adoption Champion to join Our Company. This is a permanent position. What will you do? Lead ML platform initiatives from conception to deployment, making autonomous technical decisions that shape our customer usage patterns Champion ML platform adoption across teams, serving as the go-to expert and advocate for best practices Design and implement scalable AI ML tools and workflows that support diverse scientific use cases Drive architectural decisions and execute strategic AI, ML, and Data & Analytics roadmap initiatives Co-Develop reusable templates, notebooks, and reference architectures showcasing platform best practices Conduct technical reviews of customer implementations to ensure quality and optimization Deliver hands-on technical workshops and create learning materials to build customer capabilities Gather structured user feedback to inform product development priorities Create compelling demonstrations highlighting platform capabilities in real-world contexts Help organizations measure adoption success and navigate the organizational challenges of implementing ML solutions Qualifications, skills & experience required Advanced proficiency in Python including ML frameworks (scikit-learn, TensorFlow, PyTorch) Extensive hands-on experience with Databricks ecosystem (Delta Lake, MLflow) Strong knowledge of MLOps practices for AI/ML model lifecycle and governance DevOps foundation with Git, and CI/CD Cloud computing experience within data & analytics domain (AWS, Databricks, Dataiku or similar) 5+ years of experience in data science or machine learning engineering roles Excellent communication skills with ability to explain complex concepts to various audiences Bachelor's degree in Computer Science, Statistics, or related field; advanced degree preferred Nice to have Experience with Databricks, Domino, Dataiku or dbt platforms Experience with LLM and Foundational models Monitoring solutions (Grafana, Data observability tools) Package development and artifact management Multi-language proficiency (R, Shell, Python) Familiarity with containerization (Docker, Kubernetes) for ML workloads Background in a specific industry vertical (healthcare etc.) Knowledge of data governance and ML compliance frameworks What we offer Exciting work in a great team, global projects, international environment Opportunity to learn and grow professionally within the company globally Hybrid working model, flexible role pattern (e.g., even 80% full-time is possible in justified cases) Pension and health insurance contributions Internal reward system plus referral programme 5 weeks annual leave, 5 sick days, 15 days of certified sick leave paid above statutory requirements annually, 40 paid hours annually for volunteering activities, 12 weeks of parental contribution Cafeteria for tax free benefits according to your choice (meal vouchers, Lítačka, sport, culture, health, travel, etc.), Multisport Card Vodafone, Raiffeisen Bank and Foodora discount programmes Up-to-date laptop and iPhone Parking in the garage, showers, refreshments, massage chairs, library, music corner Competitive salary, incentive pay, and many more",https://www.jobs.cz/rpd/2000768244/,2000768244
